item_id,genre_id
390,0
391,0
392,7
393,7
394,10
395,6
396,7
397,7
398,0|15
399,4
400,4|5|7
401,6
402,0|14
403,7
404,10|15
405,7
406,7
407,4
408,4
409,7
410,4
411,4
412,4|15
413,17
414,4|13
415,7
416,4
417,0|4
418,1|3
419,15
420,0|15
421,7
422,7|13
423,10|14|15
424,12|13|15
425,7
426,4
427,7
428,5|7
429,4|17
430,4
431,0|1|5
432,4|14
433,7|15
434,4
435,0|4
436,7
437,4|13
438,4
439,0|14
440,6
441,4|13
442,4
443,7|13
444,4|13
445,7
446,4
447,4|7
448,7|12|13
449,7
450,4
451,7|15
452,1|3|7
453,7
454,0|15
455,7|17
456,0
457,4
458,7|13
459,0|1
460,5|7|15
461,0|1|5|15
462,0|7|16
463,0|4|16
464,4
465,4|13
466,7|13
467,4
468,4|13
469,4|7
470,4|16
471,0|15
472,7
473,4|7
474,7
475,4
476,0
477,0|1|14
478,7|15
479,15
480,7
481,1|3
482,0|4
483,4
484,4|17
485,7
486,4
487,15
488,7
489,4|12
490,0|5|7
491,0|15
492,7
493,4|7|13
494,4|13
495,7|13
496,4|13
497,4
498,7
499,0|3
500,7
501,0|14
502,4
503,7
504,0|7
505,7
506,7|13
507,7
508,0|7
509,10|14
510,4|12|13
511,4
512,7
513,4|7|16
514,0|7|12
515,4
516,14|15
517,4
518,5|15
519,0|7
520,7
521,7
522,7
523,7
524,7|16
525,7
526,7
527,7
528,3|7
529,4|5|10
530,0
531,7|13
532,7
533,7
534,4|7
535,7
536,4|13
537,15
538,9|14
539,4
540,4|13|15
541,0
542,7
543,0|1|3|14
544,0|1|15
545,0
546,6
547,4|13
548,3|4|11
549,0|1|4
550,17
551,15
552,0|5|13
553,6
554,7
555,0|1|2|3|8
556,4
557,7
558,15
559,4|7
560,7
561,4
562,10
563,4|13
564,7
565,4|7
566,3|4
567,4|7
568,7
569,7
570,7
571,4|7
572,3|4
573,4
574,1|3
575,7|12
576,15
577,7
578,6
579,4
580,4|7
581,7
582,4
583,3|4
584,4|13|15
585,2|3|4|11
586,0|14|15
587,1|7|17
588,0|7|15
589,0|1|5|7
590,7|15
591,2|3|11
592,2|3|11
593,2|3
594,4|13
595,4
596,17
597,15
598,7
599,6
600,4
601,6
602,7|13
603,10
604,7
605,5|7|15
606,1|3
607,0|1|2|10|14
608,0|10|14
609,4
610,7|13
611,7|15
612,7
613,2|3
614,7
615,4|13
616,4
617,7
618,7
619,13
620,0|7|15
621,7
622,4
623,7|15
624,7|15
625,7
626,7|13
627,2|3|11
628,16
629,4
630,4
631,4|7
632,7
633,4
634,13
635,4
636,7|15
637,4
638,7
639,4
640,4
641,7
642,7|16
643,0|1|12
644,4|7
645,7
646,4
647,12
648,0|1|8
649,7|13
650,4
651,4
652,4|7
653,7
654,5|15
655,7
656,2|3|11
657,15
658,4
659,4
660,16
661,7
662,0
663,7
664,7
665,7
666,4|14
667,7
668,1|2|3|4|8
669,1|14
670,0|7|15
671,7
672,7|15
673,7
674,14
675,5
676,6|7
677,6
678,7
679,7
680,7|13
681,0|1|4|16
682,13
683,4|13
684,0|14|15
685,7
686,0
687,12|15
688,15
689,7|13
690,7
691,7
692,4
693,7
694,7
695,7
696,0|1
697,4
698,7
699,5|9|15
700,4|13
701,2|3
702,4
703,1|3
704,7
705,7
706,17
707,7
708,5
709,4
710,4|14
711,4
712,2
713,7
714,6
715,7
716,7|10
717,4
718,7
719,6
720,4
721,7
722,7
723,12|15
724,5
725,0|1|15
726,4
727,4|10
728,0|1|13|15
729,0|14
730,7
731,4
732,2|14
733,10|15
734,4
735,7
736,2|4|15
737,9
738,4
739,0|14|15
740,7
741,14|16
742,4
743,4|13
744,4|7
745,1|3
746,3|7
747,6
748,7
749,7
750,6
751,16
752,1
753,4|5
754,7
755,7|13
756,4|7
757,7
758,7
759,7
760,6
761,7
762,4|7
763,4
764,7
765,7
766,10
767,4|7
768,16
769,7
770,7|13
771,0|14|16
772,7
773,15
774,2|3|11
775,4
776,4
777,0|15
778,6
779,4|8|13|14
780,7
781,7
782,6
783,8
784,7
785,4|7
786,7
787,7
788,4
789,0|1|15
790,4|10
791,7|12
792,3|4
793,7|13
794,13
795,4|13
796,7
797,7
798,4|13
799,1|3
800,0|1
801,3|4|8
802,4
803,7
804,4
805,7
806,0|12|15
807,7
808,4
809,4|7
810,7
811,13
812,7
813,7
814,7
815,4|13
816,7
817,7
818,1|3
819,4|11
820,4
821,7
822,7|15
823,4
824,4
825,7
826,0|1|15
827,3|4
828,4|7|13
829,0|15
830,4
831,10
832,10
833,7
834,7
835,7
836,7
837,4|7
838,7
839,0|1|14|15
840,5|7
841,7
842,4|13
843,7
844,7
845,7
846,4
847,7
848,0|5|7
849,6
850,4
851,0|15
852,7
853,4
854,4|7
855,7
856,5|7|13|15
857,4|5
858,4
859,5
860,4
861,4
862,7
863,7
864,5|7
865,7
866,0
867,7
868,7
869,10
870,14|15
871,3|4
872,7|15
873,7
874,3|7|8
875,0
876,7
877,2|3
878,13
879,15
880,10|15
881,4|7|13
882,7
883,13
884,7
885,7
886,1|16
887,4|13
888,11|13
889,11|13
890,4|11
891,7|13
892,12|15
893,12|15
894,4
895,12|15
896,4|11|13
897,7|15
898,4|7
899,4|5
900,4|12|13|15
901,7|13|16
902,9|12
903,11|13
904,4|13
905,4|13
906,3|7
907,11
908,1|3|7|11
909,7|13|16
910,4
911,9
912,7
913,7|12|14|15
914,1|13
915,7
916,4
917,13|15
918,15
919,9|13|15
920,12|13|15
921,13
922,4|13|15
923,4
924,4|11
925,4|13
926,4|13
927,11
928,4|7
929,0|1
930,1
931,5|9|12
932,7|13
933,7
934,4|11|13
935,4|7|16
936,4
937,7
938,7
939,12
940,4
941,1|4
942,7
943,7
944,4
945,7|13
946,7
947,4|12
948,7
949,5|7
950,7
951,5|7
952,11
953,17
954,15
955,7
956,17
957,10|14
958,0|1|13|16
959,4|7
960,7
961,7
962,7
963,7|13
964,4|11
965,13|16
966,12
967,7
968,7|16
969,0
970,7
971,7
972,13
973,4|7
974,6
975,1|3
976,7|13
977,4|7
978,7
979,0|1|15
980,7|16
981,15
982,7
983,7
984,0|7|17
985,7|15
986,0|5
987,5
988,5
989,4
990,4
991,7|15
992,0|15
993,3|4
994,7
995,3|4|17
996,17
997,1|3|8
998,3|4
999,1|3|4
1000,3|7
1001,3|7
1002,3|4|7
1003,1|3
1004,3|4
1005,1|3
1006,3|4|12
1007,1|3|8|14
1008,4
1009,3|4
1010,2|3|11
1011,2|3
1012,2|3|11
1013,2|3
1014,3|7
1015,7
1016,3|4|11
1017,2|3|11
1018,1|2|3|11
1019,1|3|11
1020,2|3|11
1021,2|3
1022,5
1023,11
1024,0|15
1025,0|14|15
1026,7
1027,6
1028,7
1029,7
1030,4
1031,7|13
1032,7
1033,4|7
1034,7|13
1035,0|15
1036,0|1
1037,6|7
1038,7
1039,7
1040,5|7
1041,7
1042,15
1043,7
1044,4|11|13
1045,7
1046,7|13
1047,4|7
1048,5|7
1049,7
1050,7
1051,2|3|4
1052,12
1053,4|11|13
1054,4|11|13
1055,5|9
1056,9|15
1057,1
1058,13|16
1059,1|3|4|8
1060,4
1061,15
1062,4|14
1063,4|16
1064,4
1065,4
1066,4|11
1067,7
1068,4|11
1069,5|7
1070,1|7
1071,12|15
1072,11
1073,11|13
1074,5|15
1075,7|16
1076,4
1077,12|15
1078,7|11
1079,7|13|16
1080,7
1081,7
1082,3|7|8|14
1083,4
1084,7
1085,0|13
1086,0|13
1087,0
1088,7
1089,7
1090,10
1091,6
1092,4
1093,6
1094,7
1095,0
1096,6
1097,0|7
1098,4
1099,7
1100,4|7
1101,7
1102,7
1103,1|17
1104,7
1105,7
1106,7
1107,6
1108,6
1109,7
1110,4
1111,4|8
1112,0|1|14|15
1113,10
1114,0|1|14|15
1115,10
1116,7
1117,7
1118,4|7
1119,0|7
1120,4
1121,4
1122,13
1123,6
1124,7
1125,7
1126,7
1127,7
1128,4
1129,6
1130,6
1131,4|7
1132,6
1133,2|4
1134,6|7
1135,7
1136,2|4|15
1137,5|9|15
1138,9
1139,9
1140,7
1141,7
1142,7
1143,4
1144,13
1145,4
1146,7
1147,4
1148,7
1149,7
1150,7|15
1151,4
1152,4
1153,10
1154,6
1155,0
1156,4
1157,4|7|13
1158,7
1159,4
1160,4|14
1161,7
1162,7
1163,7|16
1164,5|7|9
1165,4
1166,0
1167,7|13|16
1168,4|16
1169,7
1170,7
1171,7
1172,4|13
1173,6
1174,7
1175,6
1176,6
1177,7
1178,4
1179,0|1|7|14|16
1180,0|1|4|13
1181,0|1
1182,14
1183,0|14|15|16
1184,0|17
1185,4
1186,7
1187,1|16
1188,0|2|3|14|15|16
1189,14
1190,7
1191,7|16
1192,17
1193,0|1|13|14|16
1194,4|7|13
1195,12|15
1196,5|7
1197,0|10|14|15
1198,0|1|4|10|14
1199,1|13
1200,7|16
1201,0|15
1202,10|15
1203,0|4|11
1204,0|5|7
1205,0|7|16
1206,2|4
1207,7|16
1208,7
1209,4|13
1210,5|7|15
1211,7
1212,4|13
1213,7
1214,12|14
1215,0|7|16
1216,4|5
1217,4
1218,4|7
1219,7
1220,4
1221,0|14|15
1222,4|10
1223,0|7|16
1224,4|7
1225,4|7|13
1226,7
1227,7
1228,7|13
1229,5|9|15
1230,15
1231,7|16
1232,7
1233,9|12|15
1234,7|14
1235,1
1236,4|10
1237,4|16
1238,4
1239,10
1240,1|4|7
1241,5|9|15
1242,0|1|4|10
1243,1|16
1244,7|16
1245,0|7|12|13|15
1246,4|13
1247,17
1248,9|15
1249,7
1250,4|12|15
1251,4|14
1252,7
1253,7|16
1254,4|7
1255,1|2|14|15
1256,0|1
1257,4|7
1258,0|7|13
1259,4|10
1260,4|7
1261,7
1262,4
1263,2|3|11
1264,17
1265,9|12
1266,4
1267,7|13
1268,0|1|7
1269,4|7|11
1270,6|16
1271,7|13
1272,0|1
1273,4
1274,7
1275,4|16
1276,7
1277,7|13
1278,4
1279,7|11|16
1280,7|16
1281,7
1282,14
1283,7
1284,1
1285,0|4|17
1286,7
1287,7|14
1288,4|13
1289,4
1290,7|13
1291,6
1292,4
1293,7
1294,5
1295,13
1296,6
1297,7
1298,4
1299,4|7
1300,6
1301,0|10|14|15
1302,10
1303,10
1304,10
1305,10
1306,10
1307,10
1308,10
1309,10
1310,10
1311,4|10
1312,10
1313,10|15
1314,10
1315,10|14
1316,0|10
1317,10
1318,10
1319,10|13
1320,10
1321,10
1322,10
1323,15
1324,9|15
1325,10
1326,10
1327,10
1328,10
1329,10
1330,10
1331,7
1332,5|15
1333,4|13
1334,7
1335,10|15
1336,0|1|14
1337,7|13
1338,7|15
1339,1|3|4
1340,7
1341,6
1342,7
1343,7
1344,0
1345,7
1346,7
1347,3|4
1348,7
1349,7|15
1350,0|15
1351,0|1|14
1352,0|1|14
1353,0|1|14
1354,0|1|14
1355,0|1|14
1356,0|1|14
1357,0|1|4|5
1358,0|4|17
1359,0|4|17
1360,4|11|13
1361,4|11|13
1362,0|7
1363,0|14
1364,7
1365,0
1366,17
1367,0|10
1368,0|10
1369,0|10
1370,4
1371,0|4|14|16
1372,4|7
1373,7|13
1374,4
1375,4|7
1376,5|7|14
1377,7
1378,13|16
1379,7
1380,7
1381,7
1382,5|7
1383,2|4
1384,7
1385,10|15
1386,0|13|16
1387,4|13
1388,4|7
1389,7
1390,7
1391,7
1392,4
1393,5|7|13
1394,7|11
1395,7
1396,7
1397,6
1398,6
1399,12|15
1400,7
1401,0
1402,4
1403,3
1404,15
1405,7
1406,0
1407,15
1408,0|4
1409,0
1410,4|10
1411,0
1412,4
1413,7
1414,0|15
1415,4
1416,4
1417,4|13
1418,7
1419,6
1420,4
1421,4|16
1422,4
1423,5
1424,6
1425,4
1426,16
1427,4|13
1428,4
1429,4|13
1430,4
1431,4|13
1432,13
1433,12|15
1434,3|4|12
1435,4
1436,6
1437,4|13
1438,12
1439,7
1440,5|7
1441,4|7
1442,4|13
1443,6
1444,7
1445,5|15
1446,0|4|5|7
1447,3|4
1448,13
1449,4|7
1450,13
1451,0|13|15
1452,0|7|15
1453,4|7
1454,7|15
1455,12
1456,4
1457,7
1458,7|11
1459,0|7|15|16
1460,2|3|11
1461,4
1462,13
1463,4
1464,0|1|3
1465,7|13
1466,0
1467,7|13
1468,0|1|15
1469,4|5
1470,5
1471,13
1472,4
1473,7
1474,7|16
1475,7
1476,7
1477,7
1478,4
1479,4
1480,13
1481,7|15
1482,4
1483,4
1484,0|15
1485,7
1486,13
1487,7
1488,0|5|13
1489,7
1490,0|1|3|8
1491,4
1492,0|14
1493,4
1494,7
1495,7
1496,4
1497,7
1498,7
1499,7|13
1500,4
1501,1|3
1502,4|5
1503,4|13
1504,4|7|13
1505,7
1506,0|1|14|15
1507,7
1508,4
1509,3|7
1510,7
1511,7|13
1512,4|13
1513,1|3|7
1514,0|1|15
1515,4
1516,7|13
1517,7
1518,0|13|15
1519,7
1520,4
1521,7
1522,4
1523,0|1|5
1524,7
1525,4|13
1526,4|15
1527,1|2|3|4|11
1528,7
1529,5|7|12
1530,4|13
1531,14
1532,4|13
1533,7
1534,0|14|15
1535,13
1536,7
1537,7
1538,5
1539,7
1540,0|1|4|14
1541,4
1542,1|3
1543,3|8
1544,7|14
1545,4
1546,0|7|16
1547,0|1
1548,3|4
1549,5|7|12
1550,0|12|14|15
1551,0|1|14|15
1552,3|4
1553,4|13
1554,7
1555,1|3|7
1556,7
1557,0|12|13|15
1558,5|7|15
1559,0
1560,7|13
1561,5|7|9
1562,4
1563,14|15
1564,0|4
1565,1|13
1566,0|1
1567,0|15
1568,7
1569,0|15
1570,7
1571,4
1572,7
1573,4
1574,1|15
1575,0|15|16
1576,5|9|12|15
1577,7|16
1578,5|7|15
1579,7
1580,4|7
1581,10
1582,7
1583,12|15
1584,0|7|15
1585,0|5|12
1586,7
1587,4|13
1588,4|7
1589,15
1590,4|13
1591,7
1592,7
1593,0|15
1594,7|13
1595,4
1596,4
1597,4|7
1598,7|13
1599,10|12|15
1600,5|10|12|15
1601,4
1602,5|15
1603,4|7|15
1604,6
1605,7
1606,7
1607,6
1608,7|14|15
1609,3|7|8
1610,10
1611,13
1612,6
1613,13|15
1614,7
1615,7
1616,15
1617,5
1618,4
1619,7
1620,4
1621,13
1622,0|7
1623,7
1624,13
1625,7|16
1626,5
1627,7
1628,7
1629,7|13|15
1630,5|15
1631,0|1|14|16
1632,4
1633,7
1634,4
1635,7|13
1636,0|1
1637,7
1638,7|13|15
1639,13
1640,13
1641,5|15
1642,0|15
1643,2|3|11
1644,4|12
1645,0|10|14
1646,10|14
1647,7
1648,7
1649,7
1650,7|16
1651,5
1652,4
1653,7
1654,4|7
1655,3|4|8
1656,4
1657,7
1658,7
1659,7
1660,3|4
1661,7
1662,15
1663,7
1664,4|5|7|12
1665,3|4
1666,13
1667,15
1668,7
1669,10|15
1670,15
1671,7
1672,0|1|14
1673,7|13
1674,0|13|15
1675,4|7
1676,7
1677,7
1678,7
1679,7
1680,7
1681,5|7
1682,7
1683,4
1684,4|5|12|15
1685,7|13
1686,4|7
1687,7|13
1688,4
1689,0|3
1690,0|7
1691,7
1692,5
1693,6
1694,0|1|15
1695,4
1696,4|7
1697,9|14|15
1698,13
1699,1|3|8|14
1700,0|15
1701,4
1702,0|12|15
1703,13
1704,10
1705,7
1706,7
1707,7
1708,4|11
1709,0|10|14
1710,4|15
1711,5|7
1712,7|13
1713,7
1714,0|15
1715,13|15
1716,10
1717,0|4|11
1718,0|7
1719,4|7
1720,7
1721,4|13
1722,1|14|15
1723,6
1724,7
1725,4|13
1726,9|12|15
1727,4|7
1728,0|5
1729,6
1730,0|7
1731,7
1732,5|7
1733,0|15
1734,4
1735,4|7
1736,7
1737,0|7
1738,6
1739,15
1740,5|7
1741,0|7|13
1742,5|7
1743,5|7|12|15
1744,1|3|4
1745,7
1746,4|5|7
1747,7
1748,7
1749,3|4|7
1750,7
1751,7
1752,4|7
1753,4|7|13
1754,7
1755,7
1756,4|13
1757,3|4
1758,4|15
1759,0|7
1760,1|3
1761,4|6
1762,7|13
1763,4
1764,0|14|15
1765,0|7
1766,0|7|15
1767,7|15
1768,13
1769,7
1770,4
1771,4
1772,7
1773,7|15
1774,5|7
1775,3|4
1776,7
1777,4|15
1778,7
1779,7|15
1780,1|3|4|8
1781,1
1782,7|13
1783,7|13
1784,7|15
1785,4
1786,4|13
1787,4
1788,6|11
1789,4
1790,0|4
1791,7
1792,7
1793,4|15
1794,10|14
1795,4
1796,4
1797,6
1798,0|4
1799,0|1
1800,7|16
1801,0|15
1802,4|7
1803,4|7
1804,7
1805,7
1806,4|13
1807,4
1808,0|7|14|15
1809,7
1810,4|13
1811,7
1812,7
1813,1|2|3|8
1814,0|14
1815,4
1816,4|7
1817,4|7
1818,4
1819,1|4
1820,4|7|13
1821,15
1822,7
1823,10|15
1824,12|15
1825,7
1826,1|4|13
1827,4|7|13
1828,4
1829,7|13
1830,7|16
1831,1|7
1832,7
1833,6
1834,7|13
1835,4
1836,4|7
1837,7
1838,4|13
1839,2|3
1840,7|15
1841,12|14|15
1842,0|4|5
1843,4
1844,0|5|13
1845,7|12
1846,4|7
1847,7
1848,0|4|7
1849,0|1|14|15
1850,0|4|5|7
1851,3|4
1852,2|3|8|16
1853,14|15
1854,7
1855,4
1856,10|14
1857,7|13|16
1858,11
1859,16
1860,17
1861,7
1862,7
1863,1
1864,11
1865,7
1866,4
1867,7
1868,7|16
1869,4
1870,7
1871,7|16
1872,7
1873,7
1874,7
1875,7
1876,7|13|16
1877,5|7
1878,7|13
1879,11|13
1880,4
1881,7
1882,7|12
1883,11
1884,7
1885,0|5|7|15
1886,0|7
1887,7
1888,7
1889,7
1890,4|7
1891,7|13
1892,7|16
1893,7
1894,7
1895,4
1896,7|12
1897,4|14
1898,4
1899,1|3|8
1900,4|7
1901,10
1902,10
1903,10
1904,10
1905,10
1906,10
1907,10
1908,10
1909,10
1910,10
1911,10
1912,10
1913,10
1914,10
1915,10
1916,10
1917,10
1918,10
1919,10
1920,10
1921,10
1922,10
1923,10
1924,10
1925,10
1926,10|15
1927,10|15
1928,10|15
1929,10
1930,10
1931,10
1932,0|4|5|7
1933,0|4|5|7
1934,0|4|5|7
1935,4|10
1936,4|10
1937,1|3|8
1938,0|1|13
1939,4
1940,5|7|9
1941,14|15
1942,14
1943,4|14
1944,4|14|17
1945,0|1
1946,3|4
1947,3|4|8
1948,3|4|17
1949,3|8|11
1950,2|3
1951,0|7
1952,7|13
1953,8|14
1954,7
1955,0|5|7
1956,7|12
1957,7|13
1958,10|15
1959,4|5
1960,0|7|16
1961,4|13
1962,7
1963,3|4
1964,3|4
1965,2|3
1966,14
1967,3|4
1968,3|4
1969,1|3|4
1970,3|4|14
1971,1|3
1972,3|4
1973,0|1|3|4
1974,3|4
1975,1|3|8
1976,4
1977,1|3|7|13
1978,1|3|14
1979,3
1980,2|3
1981,4|11
1982,1|3|4
1983,1|3|4
1984,3|4
1985,3|4|14
1986,1|3|4|8|14
1987,4|17
1988,1|3
1989,1|3
1990,0|15
1991,3|7
1992,4
1993,6
1994,7|13
1995,7|13
1996,4|6
1997,4|7|13
1998,9
1999,7|13|16
2000,7
2001,7
2002,7
2003,7
2004,4
2005,4
2006,7
2007,7|16
2008,7|12
2009,1|3
2010,2|3|4|11
2011,3|7
2012,2|3|4|11|13
2013,2|3|4|11|13
2014,3|4
2015,3|11
2016,3|11
2017,2|3
2018,7|8
2019,2|3|8|11
2020,1|4|11
2021,2|3
2022,2|3
2023,3|14
2024,2|3|11
2025,1|3|8|14
2026,0|1|14
2027,3|4
2028,2|3|11
2029,3|10
2030,3|4
2031,1|2|3|11
2032,4|8|13
2033,1|7
2034,2|3|4|11
2035,1|3
2036,7
2037,0|1|8|14
2038,7|16
2039,10|15
2040,4|13
2041,4
2042,4|5|15
2043,4
2044,5|7
2045,10|15
2046,7
2047,0|1
2048,1|2|3|14
2049,7|14
2050,10|15
2051,10
2052,7|10
2053,10|15
2054,10|15
2055,2|3
2056,4
2057,7|13
2058,0|5|12|15
2059,7|13
2060,4
2061,6
2062,5|7|13
2063,7
2064,7
2065,1|4
2066,4
2067,1|11
2068,4
2069,2|3
2070,2|3|7|8
2071,2|3
2072,3|8|14
2073,2|3|4
2074,2|3|4
2075,1|8|13
2076,4
2077,4|7|13
2078,7|13
2079,7
2080,4|10
2081,4|10
2082,4
2083,4
2084,3|4
2085,0|1
2086,7|13
2087,4
2088,4|7
2089,13
2090,5|10
2091,5|10
2092,10|15
2093,1|3|8
2094,1|3|8
2095,4|10
2096,7
2097,7
2098,7|13
2099,0|1|10
2100,7|13
2101,4
2102,0|4
2103,4|7|13
2104,4
2105,1|8|14
2106,4|8
2107,7|13
2108,15
2109,4|15
2110,15
2111,15
2112,15
2113,15
2114,7|9|15
2115,15
2116,12|15
2117,15
2118,9|15
2119,12|15
2120,7
2121,2
2122,7
2123,4
2124,7
2125,0|1|8
2126,0|5|7
2127,4
2128,0
2129,7
2130,6
2131,5|7
2132,7
2133,7
2134,7|15|16
2135,9|15
2136,15
2137,4
2138,12|15
2139,7
2140,4|12|13|15
2141,5|15
2142,15
2143,15
2144,15
2145,4|11
2146,15
2147,4|13
2148,7
2149,4|11
2150,7
2151,12|15
2152,7
2153,15
2154,4
2155,4
2156,7
2157,7
2158,7
2159,15
2160,7
2161,7
2162,4
2163,5|7
2164,14|15
2165,7
2166,7
2167,7|16
2168,7
2169,7
2170,4|7
2171,4|7
2172,7
2173,4
2174,7
2175,4|7|13
2176,4|13
2177,4|7
2178,4
2179,4
2180,4|7|13
2181,4
2182,7
2183,4
2184,4|7
2185,0|4|8
2186,7
2187,4
2188,10|14
2189,4|13
2190,0
2191,4|13
2192,0|5
2193,4
2194,4|7|13
2195,15
2196,7
2197,1|4
2198,4|13
2199,12|15
2200,5|7
2201,7
2202,6
2203,7
2204,7
2205,0|15
2206,7
2207,0|1|14
2208,7
2209,7
2210,0|5|15
2211,10|15
2212,5
2213,5
2214,4|7
2215,7
2216,7
2217,7
2218,4
2219,14|15|16
2220,0|10|14|15
2221,4|7
2222,4|7
2223,7|13
2224,13
2225,7
2226,2|3
2227,4
2228,4
2229,7|13
2230,15
2231,4
2232,4|11
2233,4
2234,4
2235,7|11
2236,7
2237,7
2238,4
2239,0|7
2240,0|5
2241,7
2242,7
2243,12|14
2244,7
2245,7
2246,7
2247,10|15
2248,7|13
2249,4
2250,4
2251,4
2252,7|15
2253,4
2254,0|1|14|15|16
2255,6
2256,4|7
2257,4
2258,7|15
2259,10
2260,10
2261,7
2262,6
2263,4|13
2264,5|7
2265,7
2266,0|15
2267,4
2268,7
2269,7
2270,10|12|15
2271,4|13
2272,13
2273,7
2274,4
2275,7
2276,0|1|7|15
2277,7
2278,14|15
2279,0
2280,7
2281,4|15
2282,4
2283,7
2284,4|7
2285,0|15
2286,2|3|4
2287,2|3|4
2288,4
2289,7
2290,7
2291,4
2292,7
2293,4
2294,7
2295,0|14
2296,0|14
2297,0|14
2298,0|1|10
2299,0|1|10
2300,0|1|10
2301,4|13
2302,0|1|7
2303,4
2304,4
2305,0|1
2306,4|7
2307,4
2308,0
2309,10|14
2310,4
2311,4
2312,4
2313,4
2314,4
2315,4
2316,3|4
2317,4|13
2318,7
2319,4|5
2320,7|13
2321,5|10|15
2322,4
2323,5|15
2324,4|7
2325,0|14
2326,2|11
2327,4
2328,4|13
2329,7
2330,7
2331,1|3|8
2332,3|7
2333,17
2334,0|16
2335,0
