item_id,genre_id
235,1|10|14
236,1
237,2|5|10
238,1|2
239,1|2
240,1|9
241,1
242,9|11|13
243,1|2
244,1|5|10|18
245,13
246,1|2|13
247,13
248,1
249,1|2
250,1
251,1|10|18
252,1|2|13
253,1|2|5|13|14|17|18
254,1|2|10|13|15
255,1|10|15
256,1|10|13
257,10|13|15|18
258,1|10|13
259,1|10|13
260,1|10|15|18
261,5|17
262,10|18
263,1|10
264,1|11|15
265,1|13
266,18
267,9|10|11|13
268,13
269,2|10|13
270,1|7|10|11
271,1|2|7|10|11|13|15
272,1|9|10
273,1|2|7|10|13
274,1|2|5|10|13
275,2|14|15
276,1|10|11|13|15
277,1|2|7|15
278,9|11|13
279,1
280,1|13
281,1
282,1|2|10|13
283,1|2|10|13
284,1
285,1|2|10
286,1|10
287,1|9|10
288,1|10
289,1
290,1|2
291,1|2|13
292,13|18
293,10
294,1|9
295,18
296,1|10
297,1|9
298,1|2|10|11|13
299,1|10
300,1|2|10|13
301,1|2|10
302,1
303,1
304,1|2|10
305,1|7
306,1|2
307,1|5|10
308,5|10|15
309,13
310,2|10|13
311,1|2|9|15|17
312,2|7|10
313,1|2|10|11|13
314,1
315,1
316,1|13
317,2
318,1|2
319,1
320,1
321,1|13
322,15|18
323,10|15
324,2|5|10
325,10|18
326,1
327,13
328,1|2|9|11|13
329,1
330,1
331,1|2
332,2|18
333,18
334,1
335,1
336,14|17
337,18
338,1
339,1|2|10|14
340,1|9|11
341,5|9|10
342,1|9|10
343,1|2
344,1|2
345,1|2
346,1|2
347,1|10
348,1|2|5|10
349,10|15
350,1|10
351,1|2
352,15|18
353,15
354,1|2
355,18
356,15|17
357,1|10
358,5|10|15|18
359,10|13|18
360,1
361,5|10
362,10
363,1|9
364,1|10
365,5|10|18
366,1
367,2|5|10
368,5|10
369,5|10|15
370,1|9|10
371,10|15
372,1|9
373,1|2
374,1|14
375,1|2
376,10|15
377,1|9|10|11
378,1|2
379,1|5|10
380,5
381,5|10|13
382,1|2|10|13
383,5|10|13|18
384,5|10
385,5|9|13
386,2|5
387,5
388,1
389,1|10
390,10
391,1
392,1|10|13
393,1|10|13
394,1|10|13|18
395,5
396,5|9|10|13|18
397,5|10
398,7|10|13|18
399,10|13|18
400,10
401,1|2|5|10
402,1|5|10|13|18
403,10|13|18
404,2|5|10|13
405,1|2|10|13
406,5|10
407,10|13|18
408,2|5|10|13
409,5|9
410,2|10
411,2|5|13
412,2|10|13
413,13
414,2|5
415,1|2|5|10|15
416,5
417,5
418,1|5|10
419,2|10|18
420,2|10
421,2|5
422,2|5
423,2|5
424,2|5|10
425,2|5
426,2|5
427,13
428,1|10
429,2|10|13
430,2|5
431,1|2|9|11|13
432,5
433,2|5
434,1|10|13
435,2|5
436,2|5|10
437,2|5
438,5
439,2|5
440,2|5
441,2|5
442,5
443,2|5
444,2|5
445,2|5
446,2|5
447,1|2|10|13
448,1|2|7|10|13
449,1|2|10|13
450,5|10|14
451,2|10
452,1|10
453,2|10|13
454,5|10|14
455,2|5|10
456,1|10
457,5|9|13
458,10
459,2|5
460,1|2|5|10
461,1|10|13
462,1|2|10|13
463,1|10|13
464,5|10
465,9|13|18
466,2|5|10
467,10|18
468,9|13|18
469,1|2|10
470,1|2|10
471,2|5|9|10|13
472,1|2|10
473,5|10|14
474,2|5|7|10|15
475,2|5
476,1|10|13
477,2
478,2
479,1|10|13
480,1|10
481,2|5
482,1|7|9|10|11|13
483,1|2|10|18
484,1|2|10|13
485,5|9|18
486,1|13
487,9|10|18
488,2|10
489,18
490,13
491,1|10
492,18
493,1|10
494,2|5|9|10|15
495,1|10
496,1|2
497,1|9|10
498,1|2
499,7|15
500,1
501,1|5|9|11
502,1|9|11
503,1|5|9|10
504,1|2|9|17|18
505,9|10|15
506,1
507,1|9
508,2|5|10
509,10|15
510,1
511,14
512,1|2|7|10|15
513,2
514,1|2
515,2|10|13
516,2
517,2|10
518,2
519,1|2
520,1|9|10
521,1|10
522,1|2
523,1|2|10|13
524,1|10
525,1
526,2|5|10
527,1|2|10
528,10
529,1|10
530,1|2|10
531,1|10
532,1|13|15
533,10
534,10|13|18
535,7|11|13
536,2|10|15
537,11|13
538,1
539,2|10
540,1|2|10
541,1|2
542,2
543,9|10|15
544,1|9|18
545,1|9|13
546,2|10
547,1|2|5|10|13
548,1|10|18
549,1|9|11|13
550,1
551,1|13
552,1|2|10
553,2|13|18
554,1
555,1|10|13
556,1|13|15|18
557,13
558,1|13
559,1
560,1
561,1|9
562,18
563,1|9|11|18
564,1
565,1|2|10
566,1|2
567,1|10|15
568,18
569,10|18
570,10|18
571,10|15
572,10|15|18
573,1|2|18
574,1|10|15
575,10|13|15
576,1|2|10|13|15
577,10|13|18
578,2|10
579,10|18
580,5|10
581,1|2|5|7|10
582,5|10|13
583,5|10|18
584,5|10|15
585,2|10|13
586,2|10
587,5|10|13|18
588,1|10
589,1|2|9|10
590,1|10|13
591,1|5|10
592,2|10|13
593,1|2|10|13
594,1|2|9|11|13
595,1|2|7|10|13
596,9|10
597,2|10
598,2|5|10
599,1|5|10
600,5
601,1
602,13
603,1|2|10
604,14|17
605,10
606,1|2|10
607,2|10
608,2
609,1|10
610,1|2|10
611,1|10
612,10
613,1|10
614,1|2
615,1|2|10
616,1|2|10
617,1|5|10
618,1|2|10
619,1|2|10|13
620,1|2
621,1|2|10
622,1|2|10
623,1|2
624,1|10
625,1|5|10
626,2|5|10
627,2
628,1|2|13
629,2|5|10
630,2|10|13|18
631,1|2|10
632,1|2
633,1|2
634,1|2|9
635,15|18
636,1|10|15|18
637,13
638,1|5|10|15|18
639,1|18
640,1|2|10|13|15|17
641,2|10|18
642,10|13
643,1
644,1|10|15
645,9|10|11|13|15|18
646,13|18
647,1|10
648,7|10|15|18
649,1|10|18
650,15|17
651,1|5|9|10
652,1|9
653,1
654,1
655,1
656,1
657,1
658,1|15|18
659,1|10
660,1|15
661,1|10
662,1|13
663,1
664,1
665,1
666,1
667,1|2
668,1
669,1|9
670,18
671,1
672,1|10
673,1|17
674,1|2|11|13|15|18
675,10
676,1|2|5|10|13
677,1|10|18
678,15|18
679,1|9|10
680,1
681,2|10
682,1|2|10
683,11|13
684,1|15|18
685,1|7|9
686,13
687,9|18
688,9|18
689,1|10
690,5|10|18
691,2
692,1
693,1|2
694,1
695,1|10
696,1|10|13
697,1
698,1
699,1|10
700,1|2
701,1|10
702,19
703,1|10
704,5|10
705,1|2|10|13
706,1|2|7|10|15
707,1|9|10|11|15
708,5|9|11|15
709,1|7|10|13|18
710,1|2|7|11|13|18
711,1
712,2|10|13|18
713,18
714,2|10
715,1
716,1
717,5|10|18
718,2|5|9|10
719,19
720,13
721,1|10
722,1
723,1|10|18
724,1|10
725,1|2|10|13
726,1|13
727,1|2|10|15
728,2|5|9|10
729,10
730,2|5|9|10
731,2|13
732,5|10
733,5|10|18
734,5|10
735,13
736,1
737,2|9|10
738,5|10|18
739,1|2|10
740,1|10
741,1|13
742,1|2|10
743,5|10|15
744,9|14|15|17
745,14
746,2|5|10|15|18
747,5|9
748,18
749,2
750,2|10
751,1
752,1|2|5|9|10
753,10|15
754,1|10
755,1
756,1
757,1
758,1|2
759,18
760,18
761,1|9|10
762,5|9|10|13|15|18
763,1
764,5|10
765,1|9|13
766,2|5|7
767,1
768,2|10|13|15
769,2|10|15|18
770,15|18
771,9|15|18
772,13
773,15|18
774,10
775,1|10
776,2
777,2|5|10
778,1|9|18
779,1|10|18
780,1
781,1|2
782,1|2
783,2|10
784,1|2|13
785,1|10
786,2|10|13|18
787,1|2|7|10|13
788,1|7|10
789,1|2|10
790,1|2|5|10|13
791,10|18
792,2|10
793,1|9|10|11|13|15
794,1
795,2
796,1|5|10
797,1|9|10|13
798,10
799,10|18
800,1
801,10|13|15|18
802,1
803,1|2
804,1
805,1
806,10|15|18
807,1
808,1|2
809,1|10
810,1|10
811,1|2|7|10|15
812,1
813,13
814,1|2|13
815,1|2
816,10|18
817,9|15|18
818,1
819,2|5|10
820,2|10
821,1|10
822,1|2|14
823,2
824,10|13|18
825,1
826,1|5|10|18
827,10|15|18
828,1|2|5|10
829,15|17
830,14
831,15|18
832,10|15|18
833,10|18
834,1|10
835,10|15
836,1|2
837,15
838,1|10
839,5|10|15|18
840,2|10|15
841,10|13|18
842,13
843,5|9|10
844,1|9|10
845,1|10|13
846,1|2|7|10
847,10|15|18
848,18
849,15|18
850,5|10|18
851,1|7|10|15
852,5|10|15
853,1
854,1
855,14
856,1|10
857,1|2|10
858,1|2|5|10|15|18
859,1|10|15
860,10|18
861,15|18
862,13
863,10
864,5|10|15|18
865,1
866,13|18
867,13|18
868,13
869,1|2|5
870,1|2|5|9|10|11
871,1|10|13
872,1|2|10
873,1|2|10
874,1|13
875,1|10|13
876,1
877,1|10
878,5|10
879,10|13|18
880,2|10
881,13
882,1|10
883,10
884,2|5|10|13
885,2|5
886,5|10
887,1|2|5|13
888,2|5|15
889,1|10|13|18
890,14
891,2|10
892,5|9|11|18
893,1
894,2
895,5|9|10|15
896,1|10
897,6
898,2|9|13|18
899,2
900,1|10
901,1|10
902,2
903,1|10
904,1|2
905,1
906,2|10|13|18
907,1|5|10
908,2|5|10
909,1|15|18
910,13|18
911,1|9|10
912,1|9|10
913,10|18
914,1
915,18
916,2|9|11|13
917,9|11|13
918,1|2|13
919,1
920,2|10|13|18
921,9|18
922,1|2
923,13
924,1|2|10
925,10
926,10|13
927,1|9
928,9|10|11
929,1|2|10
930,1|2|5|9|13|18
931,1|2|9|10
932,2|15
933,1|5|10
934,2|13
935,9|10
936,5|10
937,1|2|10|13
938,1|2|10|13|15
939,1|2|7|10|13|15
940,1|9|10|18
941,2
942,2|9|10|13
943,1|2|5|7|10|11
944,1|5|9|10
945,2
946,2|5|10|15
947,10|13
948,1|7|9|11|13
949,10|13|15|18
950,1|2|10
951,1|2|10
952,15
953,1
954,5|18
955,5|10|15|18
956,1|9|11|13|18
957,1
958,1|18
959,1|9|18
960,1|10
961,1|7|10|18
962,2|9|10
963,5|10
964,2|10|13|18
965,1|2|7|10|11|15|18
966,1|2|10
967,1|7|15
968,2
969,1|5|10|15
970,1|2
971,1|2
972,1|10
973,1
974,1|2|5|10
975,2|10
976,10
977,2|10|13
978,2|10
979,5|13
980,2|9|11|13|15
981,13
982,10|18
983,10|13
984,1
985,1
986,1|13
987,14|17
988,9|11|15|17
989,1|10|11|14|15|17
990,1|7|10
991,2
992,10|11|13|15
993,10|15|18
994,10|13|15|18
995,1|7|10|15
996,1|10|18
997,5|10|15|17|18
998,1|9|10|13|18
999,1
1000,1|5|9|11|17
1001,1|2|7
1002,1
1003,1|10
1004,1|10
1005,1
1006,10|15
1007,5|9|10|15
1008,5|9|10
1009,1
1010,2|5|10
1011,1
1012,5|10|15
1013,1|10|13
1014,14
1015,1|10
1016,2|7|10|13
1017,1|15
1018,15|18
1019,1|2
1020,1|2
1021,1|2
1022,1
1023,1|2|7|11|13|15
1024,2|13
1025,1|7|10|13|18
1026,2|5|10
1027,1
1028,1|7|9|11|13
1029,1|9|11
1030,1
1031,2|5|10|13|15
1032,5|14
1033,15|18
1034,1|2
1035,1|9|11|13
1036,1|7|10
1037,14
1038,1|7|10
1039,1|10|13
1040,1
1041,2|10
1042,1|2|10
1043,1|2|13
1044,1
1045,1|10|17
1046,1
1047,13
1048,1
1049,15|18
1050,1
1051,1|5|7|9|10|17
1052,1|10
1053,1|5|10|18
1054,1|2|10
1055,18
1056,2|10
1057,5|9|10
1058,1
1059,2|5|10
1060,1
1061,1|14|17
1062,13
1063,1|2|10|13
1064,1|10
1065,18
1066,7|10|15
1067,7|10|15|18
1068,1
1069,5|10|15
1070,1|2|10
1071,1|9
1072,1|5|10|15
1073,9|10|18
1074,10|18
1075,1|2
1076,1|10
1077,18
1078,13
1079,1
1080,2|10
1081,1|2|10
1082,2|10
1083,1
1084,1
1085,15|18
1086,9|15|18
1087,1|2|7|10|13
1088,1
1089,1|2
1090,2|10
1091,1|9|11|15
1092,18
1093,1|5|9|10|15|18
1094,2|5|10
1095,2|10|15
1096,5|10|13|18
1097,1|13
1098,1
1099,1|2|10
1100,1|2
1101,2
1102,1|2|10
1103,1|9|11|13
1104,1|9|10
1105,1|2|9|10
1106,1|2|13
1107,11|13
1108,1|18
1109,1
1110,1
1111,14
1112,15|18
1113,14
1114,1
1115,1|7|9|10|15|18
1116,14|15|17
1117,1|10
1118,1|13
1119,14|15|17
1120,14|15|17
1121,14|15|17
1122,7|14|15
1123,14|15|17
1124,1|2|10
1125,1|2|10
1126,2|5|10|13
1127,1|2|10
1128,1|2|10|13|18
1129,1|5|7|10|13|18
1130,1|13
1131,2
1132,1|2|13
1133,18
1134,1|10|11|15|18
1135,1|2
1136,1
1137,1|2|10|13
1138,15
1139,5|10
1140,1|10
1141,10|15|17
1142,1|10
1143,1
1144,1|10
1145,1|2|10|13|15
1146,1|7|10|15
1147,2|7|10
1148,1|9|11|14
1149,14
1150,15
1151,1
1152,1|2
1153,2
1154,1|13
1155,7|10|11|13
1156,5|7|10|15|18
1157,2|9|11|13
1158,9|10|13|18
1159,2|5|7
1160,15|17
1161,1
1162,2|10|13
1163,1
1164,1
1165,1
1166,1|2|9
1167,1|2|5|10|15|18
1168,18
1169,10|18
1170,1
1171,1|2|10
1172,2|10
1173,1|5|10
1174,2|10|11
1175,1
1176,10|13
1177,1|2
1178,1|2|10|14
1179,2|10|13|18
1180,1|9|18
1181,1|5|7|11|18
1182,1|2|10
1183,1|5|10
1184,1|10|13
1185,10|13|15
1186,10|11|13
1187,2|10|13
1188,2|5|10
1189,1|2
1190,5|10
1191,1
1192,1
1193,1
1194,1|9
1195,1|2|9|10
1196,10
1197,2|10
1198,1|2|5
1199,1|10
1200,1|9|10|13
1201,10
1202,1|2|10
1203,1|10|13
1204,2|10
1205,1|10
1206,1|2|10
1207,1|10
1208,1|2
1209,1|10
1210,1|2|10
1211,2|10
1212,1|10
1213,1|2|10
1214,1|10
1215,1|2|10
1216,1|5|10
1217,1|10
1218,1|2|10
1219,1|2|10
1220,2|10
1221,1|10|13
1222,2|10
1223,2|10
1224,18
1225,1|2|7|10|13
1226,1|10|18
1227,1|10
1228,1|2|10
1229,2|5|10
1230,10|14|15|17
1231,1|13
1232,1|2|5|10|14|15
1233,1
1234,1
1235,1|2
1236,1|13
1237,1|2|10
1238,1|2|10|13
1239,1|17
1240,2|7|10|15
1241,1|2|5|10
1242,1|10
1243,1
1244,13
1245,1|2|10|13
1246,5|9|10|15
1247,1
1248,1|2
1249,10|18
1250,9|10|11|18
1251,1|2|10
1252,1|10|15
1253,5
1254,1|2|10
1255,2|5|9|10|13
1256,1|10|13|18
1257,5|9|11|15
1258,1
1259,2|10|13
1260,2|10
1261,2
1262,5|10
1263,10
1264,2|10
1265,2|5|15
1266,2|10
1267,1|2|10|13
1268,1|2|10|13|15
1269,1|14
1270,1|7|9|10|17|18
1271,1|10
1272,1|5|10|14|15|17
1273,1|7|10|14|15|17
1274,1|5|7|9|10|11
1275,1|14
1276,7|9|10|15|17
1277,2|10|15
1278,17
1279,2|5|13
1280,1|2|10|15
1281,1|5|9|10|15
1282,1|2|5|7|9|10
1283,1|10|15|18
1284,1|7|9|10|18
1285,5|9|10
1286,1
1287,1|2|10|13|15
1288,2|10
1289,1|2|10|11|13|18
1290,1|2|13
1291,2|5|10
1292,1|10
1293,1|5|10
1294,10|13|15
1295,9|11|13
1296,9|11|13
1297,10
1298,1|2|10
1299,2
1300,5|9|10|15
1301,2
1302,10|18
1303,1|2|10|15
1304,1
1305,10
1306,13
1307,5|10|13
1308,1|2|10|13
1309,9|10
1310,1|2|13
1311,1
1312,15|18
1313,2|5|9|10|13|15
1314,1|9|14|17
1315,1
1316,1|9|13|18
1317,1|10|18
1318,2|5|10
1319,1|2|10
1320,1
1321,1|2|10|15
1322,2|10|15
1323,1|5|10
1324,1
1325,2|5|10
1326,1|7|10
1327,1
1328,1
1329,10
1330,1|10
1331,1|2|10
1332,10|14
1333,1
1334,1
1335,1|15|18
1336,1
1337,1|2|7|10|13|15
1338,1|10|14
1339,15
1340,14
1341,1|2
1342,1|10
1343,1|2
1344,7|10|14
1345,2|10
1346,2|10
1347,1|2
1348,9|10
1349,1|10|18
1350,1|10
1351,18
1352,1|13
1353,1|2|10|13
1354,1
1355,1|14|15|17
1356,1|2|10|18
1357,1|2
1358,6|19
1359,1|2|5|10
1360,1|2|10
1361,1|10|18
1362,1|5|10
1363,2|5|10|13|15|18
1364,1|5|10|15
1365,9|10
1366,2
1367,1|9
1368,2|9|10
1369,7|9|10|18
1370,10|15|18
1371,10|13
1372,1|2
1373,1
1374,2
1375,3|6|20
1376,1|7|9
1377,1|5|10
1378,1|5|9|10|18
1379,1|9|10
1380,9|15|18
1381,2|10|18
1382,15|18
1383,1|7
1384,1|2
1385,2|10
1386,2|10
1387,13
1388,1
1389,2|10|18
1390,2|5|10|15
1391,13|18
1392,10|13|18
1393,10|13|18
1394,1|10|13|18
1395,1|9|10
1396,1|10|14|17
1397,9|18
1398,1|2|10|13|18
1399,2|10|13
1400,1|7|10
1401,1|14
1402,2
1403,1|2|14
1404,9|13
1405,9|14|15|17
1406,9|17
1407,18
1408,5|10|15
1409,5|10
1410,1|10
1411,1|10|13
1412,1|2|10
1413,1|2|5|10
1414,1
1415,1
1416,1|2|9|11|13
1417,15|18
1418,2|10
1419,18
1420,2|10
1421,1|2
1422,1|2
1423,1|7|10|18
1424,2
1425,1|7|10
1426,1|2|10
1427,1|2|10
1428,1|2|10|13
1429,7|18
1430,2|10
1431,18
1432,2|5
1433,1
1434,1
1435,1|13
1436,1|18
1437,13|18
1438,1|13
1439,15|18
1440,13|18
1441,5|9|10|18
1442,10|13
1443,13
1444,10|18
1445,10
1446,1|14
1447,1|10|13
1448,10|15
1449,19
1450,1|14
1451,1|10|18
1452,10|15|18
1453,1|7|10|11|13|15
1454,10|13
1455,5
1456,5|10|15|17|18
1457,5|10
1458,1|2|7|10|15
1459,1|2|7|10|11|13
1460,5
1461,1|2|10
1462,5|10
1463,5|10
1464,5
1465,1|2|10|13
1466,1|2|10|13|18
1467,1|2|10
1468,7|10|15|18
1469,1|10|18
1470,5
1471,5|10|18
1472,5|10
1473,1|2|10
1474,1|9|10
1475,1|10
1476,1|18
1477,10|13
1478,10|15|17
1479,1|2|7|10
1480,7|13
1481,1|7|10|18
1482,9|10|11|13
1483,1|10
1484,1|2|7|10|13|15|18
1485,1
1486,1|2|10
1487,1|2|10|13
1488,18
1489,2|10
1490,1|5|10
1491,4|6|12|19|20|21
1492,9|10|17|18
1493,1|2|10
1494,1|2|7|9|10
1495,1|2|5|7|10
1496,1|9|10
1497,1|5|9|10|18
1498,1|5|9
1499,5|9|10
1500,2|9|10
1501,1|2|10
1502,1|2|5|9|11|13
1503,1|5|9|10|11
1504,1|10|18
1505,1
1506,1|5
1507,2|10|13
1508,1|2|7|10|11|15
1509,18
1510,1|9|11|13
1511,15
1512,9|10
1513,5|10
1514,1|2
1515,5|10
1516,2|5|18
1517,1|2|10|13|18
1518,1|2|10|13
1519,1|2|10
1520,1|2|5|10
1521,1|2|5
1522,1|2|10
1523,1|2|10
1524,10|18
1525,13|18
1526,9|10|15
1527,1
1528,7|9|14|15|17
1529,1|2|5|10
1530,18
1531,10|13|18
1532,1|10|13|18
1533,2|5|10|13|15|18
1534,13
1535,1|18
1536,10
1537,1|5|10|18
1538,2|10
1539,1|10
1540,1|10|13
1541,14|15
1542,2
1543,10|15|18
1544,15|17
1545,1|2|13
1546,1|2|9|10
1547,18
1548,1|2|10
1549,1|9|11
1550,1|2|7|10|11|15
1551,2|10|11
1552,5|10|14|15
1553,1|2|10
1554,10|15
1555,1|5|7|10
1556,1
1557,2|10
1558,1|2|5|10
1559,1|5|10
1560,2|5|9|11|18
1561,10
1562,1|5|10
1563,2|5|10|18
1564,5
1565,1|10
1566,10|13
1567,7|10|15|18
1568,18
1569,7|10|14|15|17
1570,18
1571,1|5|10|15
1572,1|10
1573,1|2|10
1574,1|2|10
1575,1
1576,1|2|5|10
1577,10|18
1578,1|10|18
1579,1|5|10
1580,1|2
1581,1|2|10
1582,13
1583,1|9
1584,5|9|10
1585,1|2
1586,18
1587,1|10|13|15
1588,1|13
1589,1|10
1590,2|5|9|10
1591,2|9|10
1592,10|15
1593,15
1594,1|15|18
1595,15|17
1596,1|15
1597,15
1598,13
1599,1|2|15
1600,10|15
1601,18
1602,10|13|15|18
1603,2|5|10
1604,1|2|5|10|13|18
1605,5|9|11|13|15|18
1606,1|2|10|15|18
1607,10|15|18
1608,1|2|9|10|11|13
1609,13
1610,1
1611,2|10
1612,1|5|10
1613,18
1614,10|15|18
1615,5|10|18
1616,1|10
1617,2|13
1618,5|10
1619,10|13|18
1620,10|15|18
1621,2|10|13|18
1622,1|2|10|13
1623,19|20
1624,1|9|11|15
1625,1|2|13
1626,1|10
1627,5|10
1628,9|10
1629,10|15
1630,1|5|10
1631,1|2|5|10
1632,1|2|10
1633,5|10
1634,1|2|10
1635,1|2|5|10|13|15
1636,1|2|10|15|17
1637,1|10
1638,1|2|5|10
1639,5|10
1640,1|2|10
1641,18
1642,2|5
1643,2|10
1644,13|18
1645,1|5|10
1646,5|10
1647,5|10|13|15
1648,2|15|17
1649,2|10
1650,1|2|10
1651,2|5|10|13
1652,15
1653,5|9|10|18
1654,5|9|10
1655,2|5|10
1656,1
1657,9|10|14|15|17
1658,2
1659,2|5|9
1660,5|9
1661,2|10
1662,1|2|10
1663,1|10
1664,1
1665,5|14
1666,1|10
1667,1|2|10
1668,1|10
1669,1|2|10|13
1670,2|10
1671,2
1672,2|5|7|10|13|15
1673,10|15|18
1674,5|10|15|18
1675,1|2|10|13|18
1676,1|2
1677,1|2|10
1678,10|15
1679,10|13
1680,1|10|18
1681,1|9|10
1682,1|10
1683,2|10
1684,1|13
1685,1|5|10
1686,2|5|9|10
1687,2|5|9|10
1688,2|10
1689,2|18
1690,1|2|5|15
1691,13
1692,1|9|10
1693,1|5|10
1694,1|9|10
1695,1|7|10
1696,1
1697,1
1698,5|9|10|15
1699,1
1700,9|11|18
1701,1|2|13
1702,1|2|10|13
1703,18
1704,1|2|9|10
1705,1|2|9|10
1706,1|2
1707,1|2
1708,1|13
1709,1|10
1710,1|2
1711,9|10|18
1712,1
1713,10
1714,1|10
1715,1
1716,2
1717,1|10|17
1718,1
1719,1|2
1720,5|10|15
1721,1|15
1722,6|21
1723,1|10
1724,9|15
1725,1
1726,10
1727,2|10
1728,1|10
1729,1|2|5|9|11|13
1730,2|5|10|15
1731,1|2|13
1732,5|18
1733,1|2|5|9|14
1734,1|2|9|11|13
1735,10|11|13
1736,1|13|18
1737,1|2|15
1738,1|9|10|13
1739,1|2|5|10
1740,10
1741,5|10
1742,2|5|10
1743,1|2|5|10|13|18
1744,5|10|15
1745,10|13
1746,13
1747,14|17
1748,1|7|10
1749,10|15
1750,5|7|9|11|18
1751,2|10|13|15|18
1752,1|9|18
1753,2
1754,10|15
1755,1
1756,1|2|10|18
1757,2|5|10
1758,1|5|9|10
1759,1|2|10
1760,7|10|15
1761,1|10
1762,2|5|10|13|15
1763,1|9|10
1764,13
1765,1|5|7|10|18
1766,5|9|10|18
1767,2|7|10|13|18
1768,13|18
1769,9|11|15|17
1770,3|6|21
1771,2|10|18
1772,5|10
1773,1|10
1774,1|5|7|10|11|18
1775,1
1776,1|2|7|10|13
1777,1|10
1778,1|2|10
1779,1|2|10|13
1780,1|10|18
1781,1|10|13
1782,1|2|10|13
1783,2|10|13|15|18
1784,2|5|10
1785,10|18
1786,1|2|10|13
1787,9|11
1788,10|13|18
1789,1|2|10|13
1790,9|10|13|18
1791,1|10|17
1792,15
1793,1|2|10|13
1794,13|18
1795,1|10|13|18
1796,10|13|18
1797,13|18
1798,1|2|11|13
1799,1|2|7|10|13|15|18
1800,1|2|10
1801,1|2|10
1802,1|10|13
1803,1|5|10|18
1804,9|10|15|18
1805,1|13
1806,2
1807,2|10
1808,1|13|18
1809,7|10|18
1810,2|10|13|15|18
1811,18
1812,1|10|13|18
1813,18
1814,18
1815,1
1816,13|15|18
1817,5|10
1818,1|10
1819,18
1820,1|9|10
1821,1|2|13
1822,2|5|10
1823,1|18
1824,2|5|10
1825,1|10
1826,10|13
1827,1
1828,1|9
1829,10|14
1830,1|10
1831,1|10|17
1832,13
1833,13
1834,1|13
